commit_index,sha,date,rust_code_lines,rust_total_lines,unsafe_lines,unsafe_fn,unsafe_blocks,static_mut,raw_pointer_tokens,c_type_tokens,as_casts,libc_refs,tests,subject
155,6185734,2026-09-08T22:50:44+02:00,63336,63635,43556,1136,324,24,5340,2887,27139,65,0,GameVersion
156,bed775b,2026-09-08T23:13:23+02:00,63337,63636,43555,1136,324,24,5340,2887,27099,65,0,GameScreenState
157,cf0acee,2026-09-08T23:15:35+02:00,63337,63636,43555,1136,324,24,5340,2887,27099,65,0,GameVersion
158,5e32af9,2026-09-11T16:12:32+02:00,63302,63601,43521,1136,307,24,5340,2887,27097,65,0,"Bridge-collapse BC89: collapse S_StartSound, the sound-trigger hub"
159,abb49e7,2026-09-11T16:31:55+02:00,63349,63648,43560,1136,309,24,5340,2887,27097,65,0,"Bridge-collapse BC90: collapse W_CacheLumpNum/W_CacheLumpName, the lump-cache hub"
160,84bb16f,2026-09-11T16:36:37+02:00,63261,63560,43481,1136,308,24,5340,2887,27097,65,0,"Bridge-collapse BC91: collapse the V_DrawPatch family, the last deferred whole-codebase-fanout hub"
161,22a26ca,2026-09-11T16:50:38+02:00,63153,63452,43381,1133,300,24,5311,2852,27064,65,0,"Bridge-collapse BC92: replace I_Error with a bare panic, closing the track"
162,f1fc91e,2026-09-11T16:59:37+02:00,63153,63452,43380,1133,286,24,5311,2852,27064,65,0,Bridge-collapse BC93: final sweep of remaining small leftover call sites
163,4bbd21c,2026-09-11T17:00:58+02:00,63153,63452,43380,1133,286,24,5311,2852,27064,65,0,docs: close out track16-gamestate-plan.md with final bridge-collapse status
164,313615e,2026-09-11T17:14:18+02:00,63155,63454,43383,1133,245,24,5311,2852,27064,65,0,"Bridge-collapse BC94: collapse the atexit_func_t hub, the final one"
165,b8f3946,2026-09-11T17:15:33+02:00,63155,63454,43383,1133,245,24,5311,2852,27064,65,0,docs: correct track16-gamestate-plan.md now that atexit_func_t converted (BC94)
166,d20ce1e,2026-09-11T17:20:58+02:00,63155,63454,43383,1133,245,24,5311,2852,27064,65,0,"docs: add Track 18 plan -- eliminate c_char, adopt native Rust strings"
167,6d8aa38,2026-09-11T17:26:47+02:00,63053,63352,43294,1133,245,24,5307,2852,27017,62,0,"Track 18 phase 1: eliminate toupper/tolower, first c_char/libc-string phase"
168,17ae325,2026-09-11T17:27:20+02:00,63053,63352,43294,1133,245,24,5307,2852,27017,62,0,docs: update Track 18 status after phase 1
169,3d95b68,2026-09-11T17:40:03+02:00,63028,63327,43270,1133,245,24,5300,2857,27006,58,0,Track 18 phase 2: eliminate strlen/strcmp/strncmp/strcasecmp/strncasecmp
170,ddeccad,2026-09-11T17:40:34+02:00,63028,63327,43270,1133,245,24,5300,2857,27006,58,0,docs: update Track 18 status after phase 2
171,6a96504,2026-09-11T18:38:45+02:00,63046,63345,43260,1133,245,24,5280,2843,26967,54,0,Track 18 phase 3: eliminate atoi/sscanf/strncpy (partial)
172,622e98e,2026-09-11T18:48:17+02:00,63103,63446,43236,1133,245,24,5263,2822,26940,50,0,"Track 18 phase 4: FixedCStr<N> newtype, convert the WAD-lumpname family"
173,9a3ee58,2026-09-11T18:56:59+02:00,62862,63206,41313,1133,228,24,5262,2526,26938,50,0,Track 18 phase 5: convert the large const-data-table c_char arrays
174,870b2ce,2026-09-11T19:04:32+02:00,62694,63038,40880,1133,214,24,5263,2475,26939,50,0,Track 18 phase 6: convert the remaining individual c_char literal constants
175,bf8d78b,2026-09-11T19:07:01+02:00,62695,63039,40880,1133,214,24,5263,2470,26939,50,0,Track 18 phase 7: convert p_setup.rs's on-disk level-data texture/flat names
176,ae2b382,2026-09-11T19:08:06+02:00,62695,63039,40880,1133,214,24,5263,2470,26939,50,0,docs: update Track 18 status after phases 3-7
177,22c5c63,2026-09-11T19:23:03+02:00,62638,62982,40834,1133,214,24,5236,2456,26905,50,0,"Track 18 phase 8: eliminate fprintf/puts/putchar, start on printf"
178,3c55857,2026-09-11T19:38:37+02:00,62579,62923,40783,1133,214,24,5093,2381,26760,42,0,Track 18 phase 9: finish the printf-family conversion sweep
179,464ba3e,2026-09-11T19:44:52+02:00,62557,62901,40762,1133,214,24,4463,1848,26141,42,0,Track 18 phase 10: sprnames NULL-terminated pointer array + musicinfo/tagname tables
180,9cbecbe,2026-09-11T19:49:51+02:00,62537,62881,40744,1133,214,24,4429,1824,26111,42,0,"Track 18 phase 11: convert *mut c_char-returning functions, fix 2 leaks along the way"
181,005db42,2026-09-11T21:14:08+02:00,62419,62763,40643,1130,214,24,4352,1729,26054,40,0,Track 18 phase 12: eliminate M_StringJoin and the configdir/savegame path cluster
182,17b1f31,2026-09-11T21:38:29+02:00,62256,62601,40492,1130,214,23,4104,1543,25796,40,0,Track 18 phase 13: convert player_t.message to Option<String>
183,534e66a,2026-09-11T21:45:01+02:00,61994,62339,40238,1130,214,23,3939,1288,25617,38,0,"Track 18 phase 14: shiftxform to u8, load_callback_t hub to &str"
184,fcfa490,2026-09-11T21:51:28+02:00,61928,62273,40177,1130,214,23,3880,1235,25555,38,0,Track 18 phase 15: convert texture/flat name lookup trio to &str
185,c7b0f7c,2026-09-11T21:59:01+02:00,61928,62273,40181,1130,214,23,3870,1212,25554,38,0,"Track 18 phase 16: snd_musiccmd, pcx_t, M_FileExists/M_WriteFile to &str"
186,381bcb0,2026-09-11T22:13:35+02:00,61882,62227,40138,1130,214,23,3840,1144,25523,37,0,Track 18 phase 17: clear m_menu.rs's alphaKey/tempstring/endstring/lumpname
187,c9ebc74,2026-09-11T22:19:59+02:00,61855,62200,40123,1130,214,23,3824,1113,25512,36,0,Track 18 phase 18: convert hu_stuff.rs's chat char queue and chat_macros
188,001abfb,2026-09-11T22:24:09+02:00,61823,62168,40093,1130,214,23,3799,1091,25485,34,0,"Track 18 phase 19: clear f_finale.rs, mostly clear am_map.rs lumpnames"
189,652c13d,2026-09-11T22:30:29+02:00,61704,62049,39988,1129,214,23,3746,1041,25388,33,0,"Track 18 phase 20: gamedescription to &str, delete dead GetGameName"
190,a301521,2026-09-11T22:37:59+02:00,61631,61976,39922,1129,214,23,3699,994,25328,33,0,Track 18 phase 21: savename/savedescription/P_WriteSaveGameHeader to String
191,b350656,2026-09-11T22:42:26+02:00,61627,61972,39918,1129,214,23,3689,966,25326,33,0,Track 18 phase 22: R_PrecacheLevel flag arrays and Z_ChangeTag2 to native types
192,06e18d6,2026-09-11T22:51:48+02:00,61598,61943,39896,1129,214,23,3670,939,25307,33,0,"Track 18 phase 23: HUlib char param, sky-flat names, config-key builders, checksum buffer"
193,9a9b5b5,2026-09-11T22:57:17+02:00,61531,61876,39853,1129,214,23,3580,873,25198,33,0,"Track 18 phase 24: gameversions table, mission-pack lookup, pagename field"
194,1ea0151,2026-09-11T23:02:27+02:00,61513,61858,39839,1129,214,23,3568,856,25182,32,0,"Track 18 phase 25: music lump-name buffer, savegame version-check buffer"
195,ae4d2f3,2026-09-11T23:10:52+02:00,61444,61789,39749,1127,214,23,3531,810,25129,31,0,Track 18 phase 26: the IWAD search-and-open chain
196,e295267,2026-09-11T23:14:18+02:00,61444,61789,39749,1127,214,23,3525,804,25125,31,0,Track 18 phase 27: M_StrToInt and ParseIntParameter
197,b8ae1ec,2026-09-11T23:19:26+02:00,61437,61782,39744,1127,214,23,3518,795,25118,31,0,"Track 18 phase 28: chatmacro config-key builder, G_RecordDemo"
198,ad49e70,2026-09-11T23:24:33+02:00,61435,61780,39742,1127,214,23,3513,790,25114,31,0,"Track 18 phase 29: -gfxmode string comparison, track closure"
199,72b8089,2026-09-11T23:34:03+02:00,61437,61782,39711,1122,213,23,3513,790,25112,30,0,removed a bit of unsafe
200,6da0037,2026-09-11T23:55:50+02:00,61333,61678,39645,1120,213,21,3448,765,25063,30,0,Merge pull request #304 from voelklmichael/remove-libc-file
201,7090693,2026-09-12T00:08:10+02:00,61332,61677,39645,1120,213,21,3448,765,25063,29,0,Merge pull request #305 from voelklmichael/strdup-to-rust
202,3a3b6ab,2026-09-12T00:09:16+02:00,61332,61677,39645,1120,213,21,3448,765,25063,29,0,docs: note the SetVariable string leak and the snd_musiccmd binding bug
203,134196f,2026-09-12T08:24:11+02:00,61300,61645,39616,1120,213,21,3418,750,25033,26,0,Replace libc::printf/puts with print!/println! macros
204,1441c2c,2026-09-12T08:25:14+02:00,61139,61484,39466,1111,212,21,3376,707,24993,25,0,"m_misc: remove dead code, make remaining functions safe, drop libc externs"
205,81f70ac,2026-09-12T08:26:52+02:00,61118,61463,39466,1111,212,21,3371,704,24993,25,0,d_main: remove dead __ctype_b_loc/memmove externs and ctype constants
206,c1ab111,2026-09-12T08:30:22+02:00,61081,61426,30638,1111,194,21,3371,704,24993,25,0,Remove unnecessary unsafe blocks around static struct literals
207,7c9c7ec,2026-09-12T08:32:44+02:00,61081,61426,30638,1111,194,21,3371,704,24993,25,0,st_lib: silence unused refresh parameter in STlib_drawNum
208,e50bef8,2026-09-12T08:34:29+02:00,61081,61426,30638,1111,194,21,3371,704,24993,25,0,st_lib: remove dead refresh parameter from STlib_drawNum/updateNum
209,54edbdf,2026-09-12T08:53:30+02:00,61002,61347,30584,1110,194,21,3367,704,24965,25,0,Remove unused local variables and function arguments project-wide
210,34512cf,2026-09-12T08:55:18+02:00,61000,61345,30584,1110,194,21,3367,704,24965,25,0,Remove remaining unnecessary-parens and unused-import warnings
211,9044db5,2026-09-12T10:57:59+02:00,60997,61365,30551,1096,183,13,3350,697,24950,25,0,Merge pull request #306 from voelklmichael/dg-platform-trait
212,95e7118,2026-09-12T10:58:31+02:00,60997,61365,30551,1096,183,13,3350,697,24950,25,0,Merge pull request #307 from voelklmichael/dg-platform-crate-split
213,1d5ded2,2026-09-12T10:58:53+02:00,60995,61368,30545,1096,183,11,3350,697,24950,25,0,Merge pull request #308 from voelklmichael/i-sound-libsamplerate-fields
214,4110a38,2026-09-12T10:59:11+02:00,60820,61193,30407,1088,176,11,3319,681,24883,24,0,Merge pull request #309 from voelklmichael/remove-dead-memio-module
215,b5b24c6,2026-09-12T10:59:26+02:00,59024,59397,28869,1027,60,11,3174,671,24124,23,0,Merge pull request #310 from voelklmichael/bridge-collapse-bc95-dead-code-batch
216,895e833,2026-09-12T10:59:43+02:00,59013,59379,28863,1026,10,7,3174,671,24124,23,0,Merge pull request #311 from voelklmichael/bridge-collapse-bc96-w-wad
217,bfcaa27,2026-09-12T16:18:19+02:00,59013,59379,28828,1025,10,7,3174,671,24124,23,0,Merge pull request #312 from voelklmichael/extern-c-callback-phase1-standalone
218,48db041,2026-09-12T16:20:05+02:00,59006,59372,28826,1025,10,7,3174,671,24124,23,0,Merge pull request #313 from voelklmichael/extern-c-callback-phase2-atexit
219,22a6f67,2026-09-12T16:25:35+02:00,59006,59372,28826,1025,10,7,3174,671,24124,23,0,Merge pull request #314 from voelklmichael/extern-c-callback-phase3-pit-ptr-hub
220,fcfbe22,2026-09-12T16:25:50+02:00,58978,59344,28799,1020,10,7,3167,664,24124,23,0,Merge pull request #315 from voelklmichael/extern-c-callback-phase4-menu-routines
221,036ef43,2026-09-12T16:25:55+02:00,58978,59344,28799,1020,10,7,3167,664,24124,23,0,Merge pull request #316 from voelklmichael/extern-c-callback-phase5-sound-vtables
222,39337d1,2026-09-12T16:26:01+02:00,59069,59443,28879,1023,10,7,3141,666,24134,1,0,Merge pull request #317 from voelklmichael/ptr-fields-phase1-subsector-player-idx
223,beee272,2026-09-12T16:26:06+02:00,59076,59452,28884,1023,10,7,3141,666,24138,1,0,Merge pull request #318 from voelklmichael/ptr-fields-phase2-channel-sfx-origin
224,9569566,2026-09-12T16:26:11+02:00,59078,59454,28884,1023,10,7,3122,666,24120,1,0,Merge pull request #319 from voelklmichael/ptr-fields-phase3-mobj-player
225,5e9e799,2026-09-12T16:26:17+02:00,59063,59441,28862,1023,10,7,3094,666,24078,1,0,Merge pull request #320 from voelklmichael/ptr-fields-phase4-mobj-state
226,15fef95,2026-09-12T16:26:22+02:00,59102,59480,28883,1023,10,7,3084,665,24083,1,0,Merge pull request #321 from voelklmichael/ptr-fields-phase5-vertexes
227,f1db9fc,2026-09-12T16:26:28+02:00,59117,59496,28875,1023,10,7,3073,665,24073,1,0,Merge pull request #322 from voelklmichael/ptr-fields-phase6-lines
228,7cc4842,2026-09-12T16:26:33+02:00,59118,59497,28871,1023,10,7,3067,663,24063,1,0,Merge pull request #323 from voelklmichael/ptr-fields-phase7-segs
229,b369353,2026-09-12T16:26:39+02:00,59106,59486,28858,1023,10,7,3061,662,24056,1,0,Merge pull request #324 from voelklmichael/ptr-fields-phase8-mobj-info
230,8b573f7,2026-09-12T16:26:44+02:00,59094,59474,28847,1023,10,7,3048,660,24038,1,0,Merge pull request #325 from voelklmichael/ptr-fields-phase9-blockmap
231,b75b097,2026-09-12T16:26:49+02:00,59019,59399,28772,1023,10,7,3024,652,24006,1,0,Merge pull request #326 from voelklmichael/ptr-fields-phase10-rdata-textures
232,bd5965b,2026-09-12T16:26:55+02:00,58983,59363,28736,1023,10,7,2987,646,23978,1,0,Merge pull request #327 from voelklmichael/ptr-fields-phase11-rdata-textures-outer
233,28aeaae,2026-09-12T16:27:01+02:00,59002,59382,28750,1023,10,7,2969,622,23960,1,0,Merge pull request #328 from voelklmichael/ptr-fields-phase12-sector-specialdata
234,272ab1d,2026-09-12T16:27:06+02:00,58915,59295,28768,1023,10,7,2964,620,23960,1,0,Merge pull request #329 from voelklmichael/ptr-fields-phase13-default-location
235,ad36a45,2026-09-12T23:49:04+02:00,58835,59217,28711,1023,10,7,2928,620,23916,1,0,Merge pull request #330 from voelklmichael/ptrfields2-phase1-vissprite
236,cd79ae1,2026-09-12T23:49:09+02:00,58827,59209,28702,1022,10,7,2920,620,23910,1,0,Merge pull request #331 from voelklmichael/ptrfields2-phase2-atexit-sfxlink
237,cff5397,2026-09-12T23:49:15+02:00,58824,59215,28699,1022,10,7,2918,620,23906,1,0,Merge pull request #332 from voelklmichael/ptrfields2-phase3-lumpinfo
238,0178096,2026-09-12T23:49:19+02:00,58832,59227,28705,1022,10,7,2910,620,23910,1,0,Merge pull request #333 from voelklmichael/ptrfields2-phase4-texture-next
239,9cc1bcf,2026-09-12T23:49:24+02:00,58853,59252,28726,1022,10,7,2895,618,23898,1,0,Merge pull request #334 from voelklmichael/ptrfields2-phase5-mobj-sector-list
240,b54d5ae,2026-09-12T23:49:28+02:00,58855,59256,28728,1022,10,7,2878,616,23888,1,0,Merge pull request #335 from voelklmichael/ptrfields2-phase6-mobj-blockmap-list
241,8eadcd4,2026-09-12T23:49:33+02:00,58936,59373,28796,1023,10,7,2840,614,23862,1,0,Merge pull request #336 from voelklmichael/ptrfields2-phase7-thinker-list
242,e0199f0,2026-09-12T23:49:38+02:00,58940,59385,28816,1023,10,3,2840,614,23862,1,0,Merge pull request #337 from voelklmichael/unsafe-reduction-phase1-static-mut-easy
243,803fa30,2026-09-12T23:49:42+02:00,58944,59389,28814,1023,9,1,2832,614,23858,1,0,Merge pull request #338 from voelklmichael/unsafe-reduction-phase2-static-mut-hazard
244,d717a63,2026-09-12T23:49:47+02:00,58946,59391,27255,888,10,1,2832,614,23858,1,0,Merge pull request #339 from voelklmichael/unsafe-reduction-phase3-noop-removal
245,83c890e,2026-09-13T10:34:54+02:00,58948,59393,27255,888,10,1,2832,614,23816,1,0,Merge pull request #340 from voelklmichael/enum-conversion-phase1-small-state-enums
246,9215952,2026-09-13T10:38:30+02:00,59100,59545,27255,888,10,1,2832,614,23593,1,0,Merge pull request #361 from voelklmichael/enum-conversion-phase20-ammoweapontype
247,8fc2775,2026-09-13T10:54:18+02:00,59099,59547,27255,888,10,1,2832,614,23593,1,0,Merge pull request #362 from voelklmichael/enum-conversion-phase22-psprite-power
248,b10d8a7,2026-09-13T10:57:23+02:00,59227,59675,27255,888,10,1,2832,614,23592,1,0,Merge pull request #363 from voelklmichael/enum-conversion-phase23-spritenum
249,ba8e05f,2026-09-13T11:10:07+02:00,60195,60644,27259,888,10,1,2832,614,22428,1,0,Merge pull request #364 from voelklmichael/enum-conversion-phase24-statenum
250,f4a3ee6,2026-09-13T11:17:46+02:00,60328,60777,27259,888,10,1,2832,614,22425,1,0,Merge pull request #365 from voelklmichael/enum-conversion-phase25-mobjtype
251,84c6878,2026-09-13T13:22:30+02:00,60304,60753,27239,888,10,1,2815,608,22413,1,0,Merge pull request #366 from voelklmichael/vec-buffer-fields
252,5eb4cd9,2026-09-13T13:24:09+02:00,60271,60720,27207,888,10,1,2799,604,22395,1,0,Merge pull request #373 from voelklmichael/f-wipe-vec-fields
253,790d8f2,2026-09-13T13:25:06+02:00,60267,60716,27203,888,10,1,2788,602,22386,1,0,Merge pull request #374 from voelklmichael/p-setup-vec-fields
254,c589ff6,2026-09-13T13:25:40+02:00,60263,60712,27199,888,10,1,2786,602,22384,1,0,Merge pull request #375 from voelklmichael/r-data-colormaps-vec
255,2c3ad48,2026-09-13T13:26:15+02:00,60211,60657,27149,888,10,1,2758,597,22354,1,0,Merge pull request #376 from voelklmichael/w-wad-vec-fields
256,e68602c,2026-09-13T13:26:48+02:00,60203,60649,27145,888,10,1,2754,596,22351,1,0,Merge pull request #377 from voelklmichael/i-video-buffer-vec
257,c929c75,2026-09-13T13:27:21+02:00,60202,60648,27142,888,10,1,2749,595,22353,1,0,Merge pull request #378 from voelklmichael/more-buffer-fields-vec
258,3a31cd5,2026-09-13T16:33:24+02:00,59851,60339,26762,889,10,1,2536,482,22102,1,0,Merge pull request #385 from voelklmichael/bool-final-remaining
259,25bfd0e,2026-09-13T19:19:29+02:00,59851,60339,26762,889,10,1,2532,482,22099,1,0,Merge pull request #386 from voelklmichael/ptrfields2-st-stuff-plyr
260,be257e2,2026-09-13T19:19:50+02:00,59838,60326,26749,889,10,1,2516,482,22082,1,0,Merge pull request #387 from voelklmichael/ptrfields2-cursor-fields-to-indices
261,e65953c,2026-09-13T19:20:04+02:00,59813,60301,26727,889,10,1,2508,480,22063,1,0,Merge pull request #388 from voelklmichael/ptrfields2-spritedef-vec
262,581a16c,2026-09-13T19:20:24+02:00,59806,60285,26726,889,10,1,2503,480,22059,1,0,Merge pull request #389 from voelklmichael/ptrfields2-mconfig-defaults-vec
263,8dc84aa,2026-09-13T19:20:56+02:00,59812,60291,26730,889,10,1,2503,480,22063,1,0,Merge pull request #390 from voelklmichael/ptrfields2-sectorspecial-thinkerid
264,a81169a,2026-09-13T19:21:13+02:00,59609,60116,26544,887,10,1,2432,474,21953,1,0,Merge pull request #391 from voelklmichael/zzone-std-allocator
265,024ddaa,2026-09-13T19:26:08+02:00,59589,60096,26524,887,10,1,2432,474,21637,1,0,removing unnesserary as casts
266,3e8eeaf,2026-09-13T19:28:35+02:00,59595,60102,26531,887,10,1,2432,474,21461,1,0,removing unnesserary as casts
267,5a3d979,2026-09-13T22:14:22+02:00,59415,59921,26373,887,10,1,2378,452,21387,1,0,Merge pull request #392 from voelklmichael/zzone-phase1-scratch-buffers
268,ba0d2b1,2026-09-13T22:14:35+02:00,59379,59895,26342,886,10,1,2371,449,21379,1,0,Merge pull request #393 from voelklmichael/zzone-phase2-wad-lump-cache
269,962dab5,2026-09-13T22:14:46+02:00,59351,59871,26319,885,10,1,2363,446,21372,1,0,Merge pull request #394 from voelklmichael/zzone-phase3-texture-composite
270,f936002,2026-09-13T22:14:57+02:00,59394,59938,26335,885,10,1,2363,446,21373,1,0,Merge pull request #395 from voelklmichael/mobj-phase1-thinkerkind-foundation
271,e33e6e9,2026-09-13T22:15:08+02:00,59392,59973,26325,885,10,1,2363,445,21371,1,0,Merge pull request #396 from voelklmichael/mobj-phase2-mobj-arena
272,0146ad3,2026-09-13T22:15:20+02:00,59401,60002,26302,885,10,1,2361,441,21357,1,0,Merge pull request #397 from voelklmichael/mobj-phase3-vldoor
273,18163c6,2026-09-13T22:15:30+02:00,59418,60028,26294,885,10,1,2362,440,21352,1,0,Merge pull request #398 from voelklmichael/mobj-phase4-ceiling
274,47eef47,2026-09-13T22:15:43+02:00,59437,60056,26286,885,10,1,2363,439,21347,1,0,Merge pull request #399 from voelklmichael/mobj-phase5-plat
275,67a07ee,2026-09-13T22:15:53+02:00,59431,60063,26258,885,10,1,2360,434,21330,1,0,Merge pull request #400 from voelklmichael/mobj-phase6-floor
276,6b04252,2026-09-13T22:16:06+02:00,59508,60163,26239,885,10,1,2371,428,21319,1,0,Merge pull request #401 from voelklmichael/mobj-phase7-lights
277,8f22aa7,2026-09-14T16:22:56+02:00,59501,60159,26235,885,10,1,2366,425,21314,1,0,Merge pull request #402 from voelklmichael/zzone-cleanup-phase1-wwad
278,dca8453,2026-09-14T16:24:07+02:00,59310,59954,26108,877,10,1,2333,409,21194,1,0,Merge pull request #405 from voelklmichael/zzone-cleanup-phase4-delete-zzone
279,db002f6,2026-09-14T16:28:30+02:00,59310,59954,26108,877,10,1,2333,409,21194,1,0,"bitfields removed, crate setup normalized"
280,7d8c87c,2026-09-14T16:28:56+02:00,59316,59959,26109,877,10,1,2333,409,21198,1,0,"bitfields removed, crate setup normalized"
281,c9eca2c,2026-09-14T16:43:21+02:00,59235,59878,26112,877,10,1,2333,409,21198,1,0,removed #[no_mangle]
282,2187533,2026-09-14T21:42:27+02:00,59247,59890,25511,839,17,1,2333,409,21198,1,0,Merge pull request #411 from voelklmichael/unsafe-reduction-phase3b-noop-removal
283,9f0784b,2026-09-14T21:42:56+02:00,59245,59888,24384,763,173,1,2333,409,21198,1,0,Merge pull request #412 from voelklmichael/unsafe-reduction-phase4-calls-only
284,74e71a9,2026-09-14T21:43:11+02:00,59239,59882,24378,763,173,1,2328,409,21192,1,0,Merge pull request #413 from voelklmichael/unsafe-reduction-phase5-setup-accessors
285,f472e06,2026-09-14T21:43:26+02:00,59201,59844,24215,757,169,1,2291,409,21128,1,0,Merge pull request #414 from voelklmichael/unsafe-reduction-phase6-array-offset
286,8c36585,2026-09-14T21:43:41+02:00,59188,59859,24005,750,173,1,2244,406,21114,1,0,Merge pull request #415 from voelklmichael/unsafe-reduction-phase7-rdata-slices
287,17a54be,2026-09-14T22:03:21+02:00,59144,59813,23858,745,175,1,2237,406,21111,1,0,Merge pull request #406 from voelklmichael/wad-file-static
288,4ff70b9,2026-09-14T22:03:49+02:00,59037,59703,23807,735,172,1,2216,403,21099,1,0,Merge pull request #407 from voelklmichael/wad-file-std-collapse
289,8417276,2026-09-14T22:04:10+02:00,59001,59664,23795,735,171,1,2208,396,21081,1,0,Merge pull request #408 from voelklmichael/w-read-safe-bytes
290,494dd33,2026-09-14T22:04:31+02:00,58973,59636,23776,734,169,1,2201,395,21077,1,0,Merge pull request #409 from voelklmichael/d-iwad-safe
291,dce747b,2026-09-14T22:04:51+02:00,58526,59198,22867,715,172,7,2029,240,20921,1,0,Merge pull request #410 from voelklmichael/m-bind-variable-safe
292,0289fa9,2026-09-14T22:05:44+02:00,58526,59198,22862,715,167,7,2029,240,20921,1,0,Remove unsafe wraps made redundant by merging the two unsafe-reduction stacks
293,d1b97f9,2026-09-14T23:03:41+02:00,58516,59188,22855,715,167,7,2026,239,20920,1,0,Merge pull request #416 from voelklmichael/ammap-fb-eliminate
294,ebc1b5e,2026-09-14T23:04:04+02:00,58519,59191,22857,715,167,7,2024,239,20920,1,0,Merge pull request #417 from voelklmichael/ammap-marknums-lumpnum
295,9a3cf1a,2026-09-14T23:04:27+02:00,58574,59249,22906,715,167,7,1762,239,20771,1,0,Merge pull request #418 from voelklmichael/patch-lumpnum-st-wi-lib
296,e0f84ee,2026-09-14T23:04:46+02:00,58591,59266,22918,715,167,7,1737,239,20755,1,0,Merge pull request #419 from voelklmichael/patch-lumpnum-hu-font
297,ac743ba,2026-09-14T23:38:43+02:00,58496,59171,22873,715,167,7,1667,239,20682,1,0,Merge pull request #420 from voelklmichael/widget-observer-pointers-eliminate
298,126905d,2026-09-15T17:36:58+02:00,58346,59018,22721,715,167,7,1636,221,20652,1,0,Merge pull request #421 from voelklmichael/g-game-pointer-fields-eliminate
299,8cb801c,2026-09-15T17:37:19+02:00,58344,59016,22722,715,167,7,1634,221,20651,1,0,Merge pull request #422 from voelklmichael/f-wipe-scr-pointer-eliminate
300,27a370f,2026-09-15T17:37:39+02:00,58323,58995,22717,715,167,7,1629,221,20646,1,0,Merge pull request #423 from voelklmichael/hu-lib-textline-font-ptr-eliminate
301,f37154a,2026-09-15T17:38:07+02:00,58304,58976,22711,715,167,7,1623,214,20641,1,0,Merge pull request #424 from voelklmichael/hu-stuff-player-names-eliminate
302,6d13fac,2026-09-15T17:38:34+02:00,58304,58978,22696,715,167,7,1617,214,20620,1,0,Merge pull request #425 from voelklmichael/i-system-dos-mem-dump-enum
303,c1f6649,2026-09-15T18:02:55+02:00,58299,58967,22693,715,167,7,1614,214,20618,1,0,Merge pull request #426 from voelklmichael/m-controls-weapon-keys-eliminate
304,3a053cb,2026-09-15T18:05:14+02:00,58160,58824,22686,658,167,7,1587,214,20589,1,0,Merge pull request #427 from voelklmichael/m-menu-pointer-fields-eliminate
305,979feea,2026-09-15T18:15:59+02:00,58161,58825,22687,658,167,7,1585,214,20588,1,0,Merge pull request #428 from voelklmichael/p-enemy-braintargets-mobjid
306,caa0ad9,2026-09-15T18:21:16+02:00,58157,58821,22682,658,167,7,1583,214,20576,1,0,Merge pull request #429 from voelklmichael/p-plats-activeplats-thinkerid
307,2114a2a,2026-09-15T18:23:36+02:00,58154,58818,22681,658,167,7,1581,214,20573,1,0,Merge pull request #430 from voelklmichael/p-setup-blockmap-eliminate
308,c9c987d,2026-09-15T18:36:06+02:00,58080,58744,22454,619,161,7,1572,214,20560,1,0,Merge pull request #431 from voelklmichael/i-sound-vtable-safe
309,0128aeb,2026-09-15T18:49:00+02:00,58072,58736,22445,619,161,7,1569,214,20547,1,0,Merge pull request #432 from voelklmichael/p-ceilng-activeceilings-thinkerid
310,caa6a7e,2026-09-15T18:54:18+02:00,58093,58762,22448,619,161,7,1546,214,20527,1,0,Merge pull request #433 from voelklmichael/st-lib-digit-set-enum
311,ed62028,2026-09-15T19:02:06+02:00,58027,58696,22382,619,161,7,1502,214,20474,1,0,Merge pull request #434 from voelklmichael/f-finale-caststate-stateid
312,6e56822,2026-09-15T19:05:25+02:00,58025,58694,22380,619,161,7,1497,214,20472,1,0,Merge pull request #435 from voelklmichael/s-sound-mus-playing-index
313,f0c7568,2026-09-15T19:08:58+02:00,58011,58678,22379,619,161,7,1496,214,20471,1,0,Merge pull request #436 from voelklmichael/d-net-netcmds-eliminate
314,f491dca,2026-09-15T19:33:21+02:00,57976,58652,22339,619,161,7,1411,214,20413,1,0,Merge pull request #437 from voelklmichael/renderer-colormap-indices
315,8a985e2,2026-09-15T19:38:50+02:00,57972,58648,22337,619,161,7,1405,214,20419,1,0,Merge pull request #438 from voelklmichael/r-draw-screen-buffer-offsets
316,62db055,2026-09-15T19:59:24+02:00,57943,58627,22295,620,161,7,1356,214,20385,1,0,Merge pull request #439 from voelklmichael/renderer-scratch-array-indices
317,b24ffe8,2026-09-15T21:50:32+02:00,57870,58555,22255,620,161,7,1356,214,7872,1,0,cargo clippy --fix unnecessary_cast
318,f44a978,2026-09-15T21:56:04+02:00,57715,58400,22209,620,161,7,1356,214,7863,1,0,minor cleanup
319,8b3f0f7,2026-09-15T22:12:04+02:00,58258,58941,22654,620,161,7,1356,214,7863,1,0,cargo fmt
320,4226bb0,2026-09-15T22:23:48+02:00,58258,58941,22654,620,161,7,1356,214,7863,1,0,vscode tasks
321,d46b2dd,2026-09-15T22:35:34+02:00,58228,58913,22615,619,161,7,1344,212,7825,1,0,wi_stuff: removed fields
322,0446cba,2026-09-15T22:41:27+02:00,58146,58833,22535,619,161,7,1344,212,7808,1,0,cargo clippy fix
